ADD_Name,EPA_Name,District,Market,Month_Name,Yr,Commodity,Price,Collection_Date
Lilongwe,Mitundu,Lilongwe,Mitundu,May,2024,Maize,500.0,2024-05-31
Lilongwe,Chitsime,Lilongwe,Nanjiri,May,2024,Maize,600.0,2024-05-31
Lilongwe,Chitekwere,Lilongwe,Nkhoma,May,2024,Maize,650.0,2024-05-31
Lilongwe,Lobi,Dedza,Thete,May,2024,Maize,,2024-05-31
Lilongwe,Mtakataka,Dedza,Mtakataka,May,2024,Maize,,2024-05-31
Lilongwe,Linthipe,Dedza,Chimbiya,May,2024,Maize,525.17,2024-05-31
Lilongwe,Bembeke,Dedza,Bembeke Turn off,May,2024,Maize,540.0,2024-05-31
Lilongwe,Njolomole,Ntcheu,Lizulu,May,2024,Maize,530.0,2024-05-31
Lilongwe,Sharpevale,Ntcheu,Sharpevaley,May,2024,Maize,567.5,2024-05-31
Lilongwe,Tsangano,Ntcheu,Tsangano Turn off,May,2024,Maize,522.5,2024-05-31
Lilongwe,Nsipe,Ntcheu,Ntcheu,May,2024,Maize,560.0,2024-05-31
Lilongwe,Manjawira,Ntcheu,Ntonda,May,2024,Maize,,2024-05-31
Machinga,Bazale,Balaka,Balaka,May,2024,Maize,633.265,2024-05-31
Machinga,Chikweo,Machinga,Ntaja,May,2024,Maize,,2024-05-31
Machinga,Mpiya,Machinga,Namwera,May,2024,Maize,590.0,2024-05-31
Machinga,Mbwadzulu,Mangochi,Monkey Bay,May,2024,Maize,625.0,2024-05-31
Machinga,Nasenga,Mangochi,Mangochi,May,2024,Maize,637.5,2024-05-31
Machinga,Mtubwi,Machinga,Liwonde,May,2024,Maize,,2024-05-31
Machinga,Mpokwa,Zomba,Jali,May,2024,Maize,,2024-05-31
Machinga,Ngwelero,Zomba,Mayaka,May,2024,Maize,,2024-05-31
Machinga,Thondwe,Zomba,Zomba,May,2024,Maize,,2024-05-31
Machinga,Thondwe,Zomba,Thondwe,May,2024,Maize,,2024-05-31
Blantyre,Mbulumbuzi,Chiradzulu,Chiradzulu,May,2024,Maize,725.3075,2024-05-31
Blantyre,Lunzu,Blantyre,Lunzu,May,2024,Maize,,2024-05-31
Blantyre,Mtonda,Blantyre,Limbe,May,2024,Maize,,2024-05-31
Blantyre,Dwale,Thyolo,Bvumbwe,May,2024,Maize,,2024-05-31
Blantyre,Nkhonjeni,Thyolo,Luncheza,May,2024,Maize,577.6525,2024-05-31
Blantyre,Mwanza,Mwanza,Mwanza,May,2024,Maize,640.0,2024-05-31
Blantyre,Neno,Neno,Neno,May,2024,Maize,600.0,2024-05-31
Blantyre,Nkhulambe,Phalombe,Chiringa,May,2024,Maize,,2024-05-31
Blantyre,Naminjiwa,Phalombe,Phalombe,May,2024,Maize,,2024-05-31
Blantyre,Milonde,Mulanje,Muloza,May,2024,Maize,,2024-05-31
Shirevalley,Mitole,Chikwawa,Chikhwawa,May,2024,Maize,517.815,2024-05-31
Shirevalley,Mikalango,Chikwawa,Ngabu,May,2024,Maize,530.3075,2024-05-31
Shirevalley,Mbewe,Chikwawa,Nchalo,May,2024,Maize,508.4116667,2024-05-31
Shirevalley,Magoti,Nsanje,Bangula,May,2024,Maize,,2024-05-31
Shirevalley,Zunde,Nsanje,Nsanje,May,2024,Maize,700.0025,2024-05-31
Karonga,Misuku,Chitipa,Misuku,January,2024,Rice,1369.19,2024-01-31
Karonga,Kavukuku,Chitipa,Nthalire,January,2024,Rice,,2024-01-31
Karonga,Lufita,Chitipa,Chitipa,January,2024,Rice,,2024-01-31
Karonga,Mpata,Karonga,Karonga,January,2024,Rice,1667.45,2024-01-31
Karonga,Vinthukutu,Karonga,Chilumba,January,2024,Rice,1713.21,2024-01-31
Mzuzu,Bolero,Rumphi,Rumphi,January,2024,Rice,,2024-01-31
Mzuzu,Katowo,Rumphi,Hewe,January,2024,Rice,,2024-01-31
Mzuzu,Emsizini,Mzimba,Mzuzu,January,2024,Rice,2288.9,2024-01-31
Mzuzu,Kazomba,Mzimba,Mzimba,January,2024,Rice,,2024-01-31
Mzuzu,Mbawa,Mzimba,Embangweni,January,2024,Rice,,2024-01-31
Mzuzu,Champhira,Mzimba,Jenda,January,2024,Rice,,2024-01-31
Mzuzu,Mpamba,Nkhata,Mpamba,January,2024,Rice,,2024-01-31
Mzuzu,Nkhata Bay,Nkhata,Nkhata Bay,January,2024,Rice,1221.34,2024-01-31
Mzuzu,Chintheche,Nkhata,Chintheche,January,2024,Rice,1828.71,2024-01-31
Salima,Nkhunga,Nkhotakota,Dwangwa,January,2024,Rice,1600.0,2024-01-31
Salima,Linga,Nkhotakota,Nkhotakota,January,2024,Rice,1900.0,2024-01-31
Salima,Mwansambo,Nkhotakota,Mwansambo,January,2024,Rice,,2024-01-31
Salima,Tembwe,Salima,Salima,January,2024,Rice,1900.0,2024-01-31
Kasungu,Chikwatula,Ntchisi,Ntchisi,January,2024,Rice,,2024-01-31
Kasungu,Malomo,Ntchisi,Malomo,January,2024,Rice,,2024-01-31
Kasungu,Nachisaka,Dowa,Dowa,January,2024,Rice,,2024-01-31
Kasungu,Mponela,Dowa,Mponela,January,2024,Rice,,2024-01-31
Kasungu,Madisi,Dowa,Madisi,January,2024,Rice,,2024-01-31
Kasungu,Bowe,Dowa,Bowe,January,2024,Rice,,2024-01-31
Kasungu,Nambuma,Dowa,Nambuma,January,2024,Rice,,2024-01-31
Kasungu,Santhe,Kasungu,Santhe,January,2024,Rice,,2024-01-31
Kasungu,Chipala,Kasungu,Kasungu,January,2024,Rice,2000.0,2024-01-31
Kasungu,Chamama,Kasungu,Chamama,January,2024,Rice,2200.0,2024-01-31
Kasungu,Kaluluma,Kasungu,Nkhamenya,January,2024,Rice,2000.0,2024-01-31
Kasungu,Kaluluma,Kasungu,Chatoloma,January,2024,Rice,2000.0,2024-01-31
Kasungu,Mkanda,Mchinji,Mkanda,January,2024,Rice,,2024-01-31
Kasungu,Zulu,Mchinji,Mchinji,January,2024,Rice,,2024-01-31
Lilongwe,Chilaza,Lilongwe,Msundwe,January,2024,Rice,,2024-01-31
Lilongwe,Demera,Lilongwe,Kasiya,January,2024,Rice,,2024-01-31
Lilongwe,Chitsime,Lilongwe,Lilongwe,January,2024,Rice,,2024-01-31
Lilongwe,Mitundu,Lilongwe,Mitundu,January,2024,Rice,2200.0,2024-01-31
Lilongwe,Chitsime,Lilongwe,Nanjiri,January,2024,Rice,,2024-01-31
Lilongwe,Chitekwere,Lilongwe,Nkhoma,January,2024,Rice,,2024-01-31
Lilongwe,Lobi,Dedza,Thete,January,2024,Rice,2000.0,2024-01-31
Lilongwe,Mtakataka,Dedza,Mtakataka,January,2024,Rice,1440.0,2024-01-31
Lilongwe,Linthipe,Dedza,Chimbiya,January,2024,Rice,2000.17,2024-01-31
Lilongwe,Bembeke,Dedza,Bembeke Turn off,January,2024,Rice,2000.0,2024-01-31
Lilongwe,Njolomole,Ntcheu,Lizulu,January,2024,Rice,,2024-01-31
Lilongwe,Sharpevale,Ntcheu,Sharpevaley,January,2024,Rice,,2024-01-31
Lilongwe,Tsangano,Ntcheu,Tsangano Turn off,January,2024,Rice,,2024-01-31
Lilongwe,Nsipe,Ntcheu,Ntcheu,January,2024,Rice,,2024-01-31
Lilongwe,Manjawira,Ntcheu,Ntonda,January,2024,Rice,,2024-01-31
Machinga,Bazale,Balaka,Balaka,January,2024,Rice,2029.09,2024-01-31
Machinga,Chikweo,Machinga,Ntaja,January,2024,Rice,,2024-01-31
Machinga,Mpiya,Machinga,Namwera,January,2024,Rice,1926.9,2024-01-31
Machinga,Mbwadzulu,Mangochi,Monkey Bay,January,2024,Rice,2000.0,2024-01-31
Machinga,Nasenga,Mangochi,Mangochi,January,2024,Rice,1900.0,2024-01-31
Machinga,Mtubwi,Machinga,Liwonde,January,2024,Rice,1600.0,2024-01-31
Machinga,Mpokwa,Zomba,Jali,January,2024,Rice,1570.35,2024-01-31
Machinga,Ngwelero,Zomba,Mayaka,January,2024,Rice,1500.86,2024-01-31
Machinga,Thondwe,Zomba,Zomba,January,2024,Rice,2000.56,2024-01-31
Machinga,Thondwe,Zomba,Thondwe,January,2024,Rice,1800.97,2024-01-31
Blantyre,Mbulumbuzi,Chiradzulu,Chiradzulu,January,2024,Rice,2038.18,2024-01-31
Blantyre,Lunzu,Blantyre,Lunzu,January,2024,Rice,1881.3,2024-01-31
Blantyre,Mtonda,Blantyre,Limbe,January,2024,Rice,2008.59,2024-01-31
Blantyre,Dwale,Thyolo,Bvumbwe,January,2024,Rice,1900.05,2024-01-31
Blantyre,Nkhonjeni,Thyolo,Luncheza,January,2024,Rice,2500.0,2024-01-31
Blantyre,Mwanza,Mwanza,Mwanza,January,2024,Rice,2800.0,2024-01-31
Blantyre,Neno,Neno,Neno,January,2024,Rice,2000.0,2024-01-31
Blantyre,Nkhulambe,Phalombe,Chiringa,January,2024,Rice,,2024-01-31
Blantyre,Naminjiwa,Phalombe,Phalombe,January,2024,Rice,1900.0,2024-01-31
Blantyre,Milonde,Mulanje,Muloza,January,2024,Rice,2500.0,2024-01-31
Shirevalley,Mitole,Chikwawa,Chikhwawa,January,2024,Rice,2350.0,2024-01-31
Shirevalley,Mikalango,Chikwawa,Ngabu,January,2024,Rice,2450.0,2024-01-31
Shirevalley,Mbewe,Chikwawa,Nchalo,January,2024,Rice,2400.0,2024-01-31
Shirevalley,Magoti,Nsanje,Bangula,January,2024,Rice,2000.0,2024-01-31
Shirevalley,Zunde,Nsanje,Nsanje,January,2024,Rice,2400.0,2024-01-31
Karonga,Misuku,Chitipa,Misuku,February,2024,Rice,,2024-02-29
Karonga,Kavukuku,Chitipa,Nthalire,February,2024,Rice,,2024-02-29
Karonga,Lufita,Chitipa,Chitipa,February,2024,Rice,,2024-02-29
Karonga,Mpata,Karonga,Karonga,February,2024,Rice,,2024-02-29
Karonga,Vinthukutu,Karonga,Chilumba,February,2024,Rice,,2024-02-29
Mzuzu,Bolero,Rumphi,Rumphi,February,2024,Rice,,2024-02-29
Mzuzu,Katowo,Rumphi,Hewe,February,2024,Rice,1913.79,2024-02-29
Mzuzu,Emsizini,Mzimba,Mzuzu,February,2024,Rice,2278.0,2024-02-29
Mzuzu,Kazomba,Mzimba,Mzimba,February,2024,Rice,1967.0,2024-02-29
Mzuzu,Mbawa,Mzimba,Embangweni,February,2024,Rice,,2024-02-29
Mzuzu,Champhira,Mzimba,Jenda,February,2024,Rice,,2024-02-29
Mzuzu,Mpamba,Nkhata,Mpamba,February,2024,Rice,,2024-02-29
Mzuzu,Nkhata Bay,Nkhata,Nkhata Bay,February,2024,Rice,,2024-02-29
Mzuzu,Chintheche,Nkhata,Chintheche,February,2024,Rice,1828.56,2024-02-29
Salima,Nkhunga,Nkhotakota,Dwangwa,February,2024,Rice,1800.0,2024-02-29
Salima,Linga,Nkhotakota,Nkhotakota,February,2024,Rice,,2024-02-29
Salima,Mwansambo,Nkhotakota,Mwansambo,February,2024,Rice,2000.0,2024-02-29
Salima,Tembwe,Salima,Salima,February,2024,Rice,1825.0,2024-02-29
Kasungu,Chikwatula,Ntchisi,Ntchisi,February,2024,Rice,,2024-02-29
Kasungu,Malomo,Ntchisi,Malomo,February,2024,Rice,,2024-02-29
Kasungu,Nachisaka,Dowa,Dowa,February,2024,Rice,,2024-02-29
Kasungu,Mponela,Dowa,Mponela,February,2024,Rice,,2024-02-29
Kasungu,Madisi,Dowa,Madisi,February,2024,Rice,,2024-02-29
Kasungu,Bowe,Dowa,Bowe,February,2024,Rice,,2024-02-29
Kasungu,Nambuma,Dowa,Nambuma,February,2024,Rice,,2024-02-29
Kasungu,Santhe,Kasungu,Santhe,February,2024,Rice,2000.0,2024-02-29
Kasungu,Chipala,Kasungu,Kasungu,February,2024,Rice,2000.0,2024-02-29
Kasungu,Chamama,Kasungu,Chamama,February,2024,Rice,2000.0,2024-02-29
Kasungu,Kaluluma,Kasungu,Nkhamenya,February,2024,Rice,2000.0,2024-02-29
Kasungu,Kaluluma,Kasungu,Chatoloma,February,2024,Rice,2000.0,2024-02-29
Kasungu,Mkanda,Mchinji,Mkanda,February,2024,Rice,,2024-02-29
Kasungu,Zulu,Mchinji,Mchinji,February,2024,Rice,,2024-02-29
Lilongwe,Chilaza,Lilongwe,Msundwe,February,2024,Rice,,2024-02-29
Lilongwe,Demera,Lilongwe,Kasiya,February,2024,Rice,,2024-02-29
Lilongwe,Chitsime,Lilongwe,Lilongwe,February,2024,Rice,,2024-02-29
Lilongwe,Mitundu,Lilongwe,Mitundu,February,2024,Rice,1950.0,2024-02-29
Lilongwe,Chitsime,Lilongwe,Nanjiri,February,2024,Rice,1800.0,2024-02-29
Lilongwe,Chitekwere,Lilongwe,Nkhoma,February,2024,Rice,,2024-02-29
Lilongwe,Lobi,Dedza,Thete,February,2024,Rice,,2024-02-29
Lilongwe,Mtakataka,Dedza,Mtakataka,February,2024,Rice,,2024-02-29
Lilongwe,Linthipe,Dedza,Chimbiya,February,2024,Rice,2000.22,2024-02-29
Lilongwe,Bembeke,Dedza,Bembeke Turn off,February,2024,Rice,1900.0,2024-02-29
Lilongwe,Njolomole,Ntcheu,Lizulu,February,2024,Rice,,2024-02-29
Lilongwe,Sharpevale,Ntcheu,Sharpevaley,February,2024,Rice,,2024-02-29
Lilongwe,Tsangano,Ntcheu,Tsangano Turn off,February,2024,Rice,,2024-02-29
Lilongwe,Nsipe,Ntcheu,Ntcheu,February,2024,Rice,,2024-02-29
Lilongwe,Manjawira,Ntcheu,Ntonda,February,2024,Rice,,2024-02-29
Machinga,Bazale,Balaka,Balaka,February,2024,Rice,2180.88,2024-02-29
Machinga,Chikweo,Machinga,Ntaja,February,2024,Rice,,2024-02-29
Machinga,Mpiya,Machinga,Namwera,February,2024,Rice,1581.71,2024-02-29
Machinga,Mbwadzulu,Mangochi,Monkey Bay,February,2024,Rice,2000.0,2024-02-29
Machinga,Nasenga,Mangochi,Mangochi,February,2024,Rice,1848.25,2024-02-29
Machinga,Mtubwi,Machinga,Liwonde,February,2024,Rice,2000.0,2024-02-29
Machinga,Mpokwa,Zomba,Jali,February,2024,Rice,,2024-02-29
Machinga,Ngwelero,Zomba,Mayaka,February,2024,Rice,,2024-02-29
Machinga,Thondwe,Zomba,Zomba,February,2024,Rice,,2024-02-29
Machinga,Thondwe,Zomba,Thondwe,February,2024,Rice,,2024-02-29
Blantyre,Mbulumbuzi,Chiradzulu,Chiradzulu,February,2024,Rice,1975.405,2024-02-29
Blantyre,Lunzu,Blantyre,Lunzu,February,2024,Rice,,2024-02-29
Blantyre,Mtonda,Blantyre,Limbe,February,2024,Rice,,2024-02-29
Blantyre,Dwale,Thyolo,Bvumbwe,February,2024,Rice,1934.33,2024-02-29
Blantyre,Nkhonjeni,Thyolo,Luncheza,February,2024,Rice,,2024-02-29
Blantyre,Mwanza,Mwanza,Mwanza,February,2024,Rice,2800.0,2024-02-29
Blantyre,Neno,Neno,Neno,February,2024,Rice,2000.0,2024-02-29
Blantyre,Nkhulambe,Phalombe,Chiringa,February,2024,Rice,,2024-02-29
Blantyre,Naminjiwa,Phalombe,Phalombe,February,2024,Rice,2200.0,2024-02-29
Blantyre,Milonde,Mulanje,Muloza,February,2024,Rice,,2024-02-29
Shirevalley,Mitole,Chikwawa,Chikhwawa,February,2024,Rice,2500.0,2024-02-29
Shirevalley,Mikalango,Chikwawa,Ngabu,February,2024,Rice,2600.0,2024-02-29
Shirevalley,Mbewe,Chikwawa,Nchalo,February,2024,Rice,2550.0,2024-02-29
Shirevalley,Magoti,Nsanje,Bangula,February,2024,Rice,2000.0,2024-02-29
Shirevalley,Zunde,Nsanje,Nsanje,February,2024,Rice,2600.24,2024-02-29
Karonga,Misuku,Chitipa,Misuku,March,2024,Rice,1397.5,2024-03-31
Karonga,Kavukuku,Chitipa,Nthalire,March,2024,Rice,,2024-03-31
Karonga,Lufita,Chitipa,Chitipa,March,2024,Rice,2024.16,2024-03-31
Karonga,Mpata,Karonga,Karonga,March,2024,Rice,690.44,2024-03-31
Karonga,Vinthukutu,Karonga,Chilumba,March,2024,Rice,1645.71,2024-03-31
Mzuzu,Bolero,Rumphi,Rumphi,March,2024,Rice,1905.44,2024-03-31
Mzuzu,Katowo,Rumphi,Hewe,March,2024,Rice,,2024-03-31
Mzuzu,Emsizini,Mzimba,Mzuzu,March,2024,Rice,,2024-03-31
Mzuzu,Kazomba,Mzimba,Mzimba,March,2024,Rice,2072.55,2024-03-31
Mzuzu,Mbawa,Mzimba,Embangweni,March,2024,Rice,,2024-03-31
Mzuzu,Champhira,Mzimba,Jenda,March,2024,Rice,,2024-03-31
Mzuzu,Mpamba,Nkhata,Mpamba,March,2024,Rice,,2024-03-31
Mzuzu,Nkhata Bay,Nkhata,Nkhata Bay,March,2024,Rice,1230.94,2024-03-31
Mzuzu,Chintheche,Nkhata,Chintheche,March,2024,Rice,1831.66,2024-03-31
Salima,Nkhunga,Nkhotakota,Dwangwa,March,2024,Rice,1700.0,2024-03-31
Salima,Linga,Nkhotakota,Nkhotakota,March,2024,Rice,,2024-03-31
Salima,Mwansambo,Nkhotakota,Mwansambo,March,2024,Rice,,2024-03-31
Salima,Tembwe,Salima,Salima,March,2024,Rice,1800.0,2024-03-31
Kasungu,Chikwatula,Ntchisi,Ntchisi,March,2024,Rice,,2024-03-31
Kasungu,Malomo,Ntchisi,Malomo,March,2024,Rice,,2024-03-31
Kasungu,Nachisaka,Dowa,Dowa,March,2024,Rice,1800.0,2024-03-31
Kasungu,Mponela,Dowa,Mponela,March,2024,Rice,1600.0,2024-03-31
Kasungu,Madisi,Dowa,Madisi,March,2024,Rice,,2024-03-31
Kasungu,Bowe,Dowa,Bowe,March,2024,Rice,,2024-03-31
Kasungu,Nambuma,Dowa,Nambuma,March,2024,Rice,2200.0,2024-03-31
Kasungu,Santhe,Kasungu,Santhe,March,2024,Rice,2000.0,2024-03-31
Kasungu,Chipala,Kasungu,Kasungu,March,2024,Rice,1800.0,2024-03-31
Kasungu,Chamama,Kasungu,Chamama,March,2024,Rice,2050.0,2024-03-31
Kasungu,Kaluluma,Kasungu,Nkhamenya,March,2024,Rice,2000.0,2024-03-31
Kasungu,Kaluluma,Kasungu,Chatoloma,March,2024,Rice,2000.0,2024-03-31
Kasungu,Mkanda,Mchinji,Mkanda,March,2024,Rice,,2024-03-31
Kasungu,Zulu,Mchinji,Mchinji,March,2024,Rice,4000.0,2024-03-31
Lilongwe,Chilaza,Lilongwe,Msundwe,March,2024,Rice,,2024-03-31
Lilongwe,Demera,Lilongwe,Kasiya,March,2024,Rice,,2024-03-31
Lilongwe,Chitsime,Lilongwe,Lilongwe,March,2024,Rice,2200.0,2024-03-31
Lilongwe,Mitundu,Lilongwe,Mitundu,March,2024,Rice,1975.0,2024-03-31
Lilongwe,Chitsime,Lilongwe,Nanjiri,March,2024,Rice,1800.0,2024-03-31
Lilongwe,Chitekwere,Lilongwe,Nkhoma,March,2024,Rice,,2024-03-31
Lilongwe,Lobi,Dedza,Thete,March,2024,Rice,2000.0,2024-03-31
Lilongwe,Mtakataka,Dedza,Mtakataka,March,2024,Rice,,2024-03-31
Lilongwe,Linthipe,Dedza,Chimbiya,March,2024,Rice,2000.2,2024-03-31
Lilongwe,Bembeke,Dedza,Bembeke Turn off,March,2024,Rice,1200.0,2024-03-31
Lilongwe,Njolomole,Ntcheu,Lizulu,March,2024,Rice,,2024-03-31
Lilongwe,Sharpevale,Ntcheu,Sharpevaley,March,2024,Rice,,2024-03-31
Lilongwe,Tsangano,Ntcheu,Tsangano Turn off,March,2024,Rice,,2024-03-31
Lilongwe,Nsipe,Ntcheu,Ntcheu,March,2024,Rice,1831.56,2024-03-31
Lilongwe,Manjawira,Ntcheu,Ntonda,March,2024,Rice,,2024-03-31
Machinga,Bazale,Balaka,Balaka,March,2024,Rice,2131.48,2024-03-31
Machinga,Chikweo,Machinga,Ntaja,March,2024,Rice,,2024-03-31
Machinga,Mpiya,Machinga,Namwera,March,2024,Rice,,2024-03-31
Machinga,Mbwadzulu,Mangochi,Monkey Bay,March,2024,Rice,2361.67,2024-03-31
Machinga,Nasenga,Mangochi,Mangochi,March,2024,Rice,2299.45,2024-03-31
Machinga,Mtubwi,Machinga,Liwonde,March,2024,Rice,2305.28,2024-03-31
Machinga,Mpokwa,Zomba,Jali,March,2024,Rice,,2024-03-31
Machinga,Ngwelero,Zomba,Mayaka,March,2024,Rice,,2024-03-31
Machinga,Thondwe,Zomba,Zomba,March,2024,Rice,,2024-03-31
Machinga,Thondwe,Zomba,Thondwe,March,2024,Rice,,2024-03-31
Blantyre,Mbulumbuzi,Chiradzulu,Chiradzulu,March,2024,Rice,1950.42,2024-03-31
Blantyre,Lunzu,Blantyre,Lunzu,March,2024,Rice,,2024-03-31
Blantyre,Mtonda,Blantyre,Limbe,March,2024,Rice,2039.43,2024-03-31
Blantyre,Dwale,Thyolo,Bvumbwe,March,2024,Rice,1867.0,2024-03-31
Blantyre,Nkhonjeni,Thyolo,Luncheza,March,2024,Rice,2217.5,2024-03-31
Blantyre,Mwanza,Mwanza,Mwanza,March,2024,Rice,2800.0,2024-03-31
Blantyre,Neno,Neno,Neno,March,2024,Rice,2000.0,2024-03-31
Blantyre,Nkhulambe,Phalombe,Chiringa,March,2024,Rice,,2024-03-31
Blantyre,Naminjiwa,Phalombe,Phalombe,March,2024,Rice,2100.0,2024-03-31
Blantyre,Milonde,Mulanje,Muloza,March,2024,Rice,2106.11,2024-03-31
Shirevalley,Mitole,Chikwawa,Chikhwawa,March,2024,Rice,2500.0,2024-03-31
Shirevalley,Mikalango,Chikwawa,Ngabu,March,2024,Rice,2600.0,2024-03-31
Shirevalley,Mbewe,Chikwawa,Nchalo,March,2024,Rice,2550.0,2024-03-31
Shirevalley,Magoti,Nsanje,Bangula,March,2024,Rice,2000.0,2024-03-31
Shirevalley,Zunde,Nsanje,Nsanje,March,2024,Rice,2600.0,2024-03-31
Karonga,Misuku,Chitipa,Misuku,April,2024,Rice,1400.88,2024-04-30
Karonga,Kavukuku,Chitipa,Nthalire,April,2024,Rice,,2024-04-30
Karonga,Lufita,Chitipa,Chitipa,April,2024,Rice,,2024-04-30
Karonga,Mpata,Karonga,Karonga,April,2024,Rice,,2024-04-30
Karonga,Vinthukutu,Karonga,Chilumba,April,2024,Rice,1134.35,2024-04-30
Mzuzu,Bolero,Rumphi,Rumphi,April,2024,Rice,,2024-04-30
Mzuzu,Katowo,Rumphi,Hewe,April,2024,Rice,,2024-04-30
Mzuzu,Emsizini,Mzimba,Mzuzu,April,2024,Rice,,2024-04-30
Mzuzu,Kazomba,Mzimba,Mzimba,April,2024,Rice,2033.39,2024-04-30
Mzuzu,Mbawa,Mzimba,Embangweni,April,2024,Rice,,2024-04-30
Mzuzu,Champhira,Mzimba,Jenda,April,2024,Rice,,2024-04-30
Mzuzu,Mpamba,Nkhata,Mpamba,April,2024,Rice,,2024-04-30
Mzuzu,Nkhata Bay,Nkhata,Nkhata Bay,April,2024,Rice,1159.23,2024-04-30
Mzuzu,Chintheche,Nkhata,Chintheche,April,2024,Rice,1828.6,2024-04-30
Salima,Nkhunga,Nkhotakota,Dwangwa,April,2024,Rice,1700.0,2024-04-30
Salima,Linga,Nkhotakota,Nkhotakota,April,2024,Rice,,2024-04-30
Salima,Mwansambo,Nkhotakota,Mwansambo,April,2024,Rice,,2024-04-30
Salima,Tembwe,Salima,Salima,April,2024,Rice,2000.0,2024-04-30
Kasungu,Chikwatula,Ntchisi,Ntchisi,April,2024,Rice,,2024-04-30
Kasungu,Malomo,Ntchisi,Malomo,April,2024,Rice,,2024-04-30
Kasungu,Nachisaka,Dowa,Dowa,April,2024,Rice,1800.0,2024-04-30
Kasungu,Mponela,Dowa,Mponela,April,2024,Rice,,2024-04-30
Kasungu,Madisi,Dowa,Madisi,April,2024,Rice,,2024-04-30
Kasungu,Bowe,Dowa,Bowe,April,2024,Rice,2000.0,2024-04-30
Kasungu,Nambuma,Dowa,Nambuma,April,2024,Rice,,2024-04-30
Kasungu,Santhe,Kasungu,Santhe,April,2024,Rice,,2024-04-30
Kasungu,Chipala,Kasungu,Kasungu,April,2024,Rice,,2024-04-30
Kasungu,Chamama,Kasungu,Chamama,April,2024,Rice,,2024-04-30
Kasungu,Kaluluma,Kasungu,Nkhamenya,April,2024,Rice,,2024-04-30
Kasungu,Kaluluma,Kasungu,Chatoloma,April,2024,Rice,,2024-04-30
Kasungu,Mkanda,Mchinji,Mkanda,April,2024,Rice,,2024-04-30
Kasungu,Zulu,Mchinji,Mchinji,April,2024,Rice,,2024-04-30
Lilongwe,Chilaza,Lilongwe,Msundwe,April,2024,Rice,,2024-04-30
Lilongwe,Demera,Lilongwe,Kasiya,April,2024,Rice,2200.0,2024-04-30
Lilongwe,Chitsime,Lilongwe,Lilongwe,April,2024,Rice,2200.0,2024-04-30
Lilongwe,Mitundu,Lilongwe,Mitundu,April,2024,Rice,2050.0,2024-04-30
Lilongwe,Chitsime,Lilongwe,Nanjiri,April,2024,Rice,1920.0,2024-04-30
Lilongwe,Chitekwere,Lilongwe,Nkhoma,April,2024,Rice,1930.0,2024-04-30
Lilongwe,Lobi,Dedza,Thete,April,2024,Rice,,2024-04-30
Lilongwe,Mtakataka,Dedza,Mtakataka,April,2024,Rice,,2024-04-30
Lilongwe,Linthipe,Dedza,Chimbiya,April,2024,Rice,2000.35,2024-04-30
Lilongwe,Bembeke,Dedza,Bembeke Turn off,April,2024,Rice,,2024-04-30
Lilongwe,Njolomole,Ntcheu,Lizulu,April,2024,Rice,,2024-04-30
Lilongwe,Sharpevale,Ntcheu,Sharpevaley,April,2024,Rice,,2024-04-30
Lilongwe,Tsangano,Ntcheu,Tsangano Turn off,April,2024,Rice,,2024-04-30
Lilongwe,Nsipe,Ntcheu,Ntcheu,April,2024,Rice,,2024-04-30
Lilongwe,Manjawira,Ntcheu,Ntonda,April,2024,Rice,,2024-04-30
Machinga,Bazale,Balaka,Balaka,April,2024,Rice,2257.66,2024-04-30
Machinga,Chikweo,Machinga,Ntaja,April,2024,Rice,,2024-04-30
Machinga,Mpiya,Machinga,Namwera,April,2024,Rice,,2024-04-30
Machinga,Mbwadzulu,Mangochi,Monkey Bay,April,2024,Rice,,2024-04-30
Machinga,Nasenga,Mangochi,Mangochi,April,2024,Rice,,2024-04-30
Machinga,Mtubwi,Machinga,Liwonde,April,2024,Rice,,2024-04-30
Machinga,Mpokwa,Zomba,Jali,April,2024,Rice,,2024-04-30
Machinga,Ngwelero,Zomba,Mayaka,April,2024,Rice,,2024-04-30
Machinga,Thondwe,Zomba,Zomba,April,2024,Rice,,2024-04-30
Machinga,Thondwe,Zomba,Thondwe,April,2024,Rice,,2024-04-30
Blantyre,Mbulumbuzi,Chiradzulu,Chiradzulu,April,2024,Rice,2000.0,2024-04-30
Blantyre,Lunzu,Blantyre,Lunzu,April,2024,Rice,1863.4,2024-04-30
Blantyre,Mtonda,Blantyre,Limbe,April,2024,Rice,,2024-04-30
Blantyre,Dwale,Thyolo,Bvumbwe,April,2024,Rice,1800.0,2024-04-30
Blantyre,Nkhonjeni,Thyolo,Luncheza,April,2024,Rice,2217.5,2024-04-30
Blantyre,Mwanza,Mwanza,Mwanza,April,2024,Rice,2500.0,2024-04-30
Blantyre,Neno,Neno,Neno,April,2024,Rice,2000.0,2024-04-30
Blantyre,Nkhulambe,Phalombe,Chiringa,April,2024,Rice,,2024-04-30
Blantyre,Naminjiwa,Phalombe,Phalombe,April,2024,Rice,,2024-04-30
Blantyre,Milonde,Mulanje,Muloza,April,2024,Rice,2015.84,2024-04-30
Shirevalley,Mitole,Chikwawa,Chikhwawa,April,2024,Rice,2500.0,2024-04-30
Shirevalley,Mikalango,Chikwawa,Ngabu,April,2024,Rice,2600.0,2024-04-30
